run_date,horizon,n_tickers,composite_ic,valuation_ic,quality_ic,growth_ic,momentum_ic,risk_ic,revisions_ic,size_ic,investment_ic
2026-08-14,1m,500,0.0776641750374215,0.0742939309587781,-0.0089196841068812,-0.1151435325741302,0.125689901235932,0.1732157368510652,-0.0063476413905655,-0.0848192146227471,-0.0312015105162057
2026-08-20,1m,501,0.113860202279959,-0.0405079561991554,-0.0041912830730693,-0.0627399861631319,0.2811735206647353,0.2044583979966107,0.0480557314719914,-0.1491087458352363,-0.0873231567946897
2026-08-21,1m,501,0.1056301290544874,-0.0433137867690913,-0.0124127689777013,-0.0654844112289622,0.3028776362011862,0.2264350135189055,0.0403468778942614,-0.1464963150709944,-0.0979768834618684
2026-08-24,1m,501,0.0430876220332728,-0.1259826353503981,-0.0535551233893229,0.0143844744228946,0.3284105277517778,0.1293388106048252,0.0853334467002277,-0.1646870499591482,-0.1526810633978463
2026-08-25,1m,501,0.0108637177344841,-0.1406601617482167,-0.0509315576463754,-0.07412448409953,0.2686460474792005,0.148953467137589,0.0545902656146862,-0.1302481732996579,-0.1036741895308091
2026-02-20,1w,503,0.0440070636699627,-0.0840130903399457,0.1512212169419375,0.0233650747611908,-0.127594923694484,0.2649133270070783,0.0275886088939869,-0.0071994154926734,-0.0510025691435667
2026-02-23,1w,503,0.0842407139406022,-0.0343830568133532,0.1330415910702731,0.089458788909495,-0.1295096765062006,0.1619105687772228,0.0988533033325794,0.0445130210841424,0.0017796001557548
2026-02-24,1w,511,0.1138409070720101,0.0771928420340738,0.1475972637542045,0.0316746204744387,-0.2165751196688533,0.225338175592994,0.0117433485875861,0.0546047515718415,0.0073907996437093
2026-03-09,1w,503,0.1194520413093437,-0.070821939705486,0.0026135637286292,-0.0594690766991495,0.2911962144990759,0.2825780760745028,0.0151257617570768,-0.2071716840308825,-0.1272676212801883
2026-03-16,1w,503,0.0213668661527326,0.0767375483740297,-0.0756464869231647,-0.0145239379305563,0.0174041394051907,-0.2621533326490883,0.1469432419151789,0.1240772561306785,0.0574779979579455
2026-04-14,1w,500,-0.0259922959691838,0.0735418159322673,-0.0152966062877808,-0.0047069951668843,-0.126870498237549,-0.2511734132569203,-0.0245588668248801,0.1916602618058159,0.0633854544194654
2026-07-28,1w,500,0.0648818595274381,0.0668190737275074,-0.0166489633950038,-0.0160870289811809,0.0169792572145579,0.002740092670189,-0.0006641793421508,0.0482360449010458,0.0182341604608221
2026-07-29,1w,500,-0.1337016744576475,-0.1565984221520507,-0.1186871072939011,0.0774835917939733,0.107924110319667,-0.1793722191804374,0.1856692245011444,-0.0785286205559416,-0.1609054512785728
2026-08-10,1w,502,-0.0267123823519513,-0.1554983859753898,-0.184461956199533,0.1107633871073577,0.2910104670196561,-0.0071640319229269,0.1357436410712431,-0.0816334669789214,-0.1198137579037638
2026-08-12,1w,502,-0.0253830973888103,0.1311933252928928,0.0812818573105518,-0.0903978066471938,-0.2153212182944546,-0.0859801328098607,-0.0495683294197485,0.0669868439609464,0.0661848094036972
2026-08-14,1w,502,-0.0172263877118127,0.0841450351768492,0.1116977364620511,-0.0920241843070451,-0.1960220940540832,-0.0336122090697164,-0.0982702681731497,0.0845996280337842,0.0907978771974688
2026-08-20,1w,501,-0.0222843429214087,-0.0349032612066703,-0.0480352158815194,-0.0081392275210535,0.0340750613850716,0.0046916357799365,-0.026748384986921,-0.0541205959849283,-0.0556358668155591
2026-08-21,1w,501,0.0227446355187918,0.0824044659684614,0.0282812721531555,-0.0399979492806725,-0.0751616946855876,0.0973229109848958,-0.0941265879775074,-0.0312788666623407,-0.0048435717649616
2026-08-24,1w,501,-0.0996330935863304,-0.0700243848569499,-0.0670002195052284,-0.0441660922378076,0.0141879025402753,-0.0138163795762292,0.0098656397101719,-0.0634523017359696,-0.042617307709256
2026-08-25,1w,501,0.0428962426138104,0.1108683350430613,-0.0234398942405179,-0.1132270916334661,-0.0185250029892121,0.1228065076469528,-0.0037260779917034,0.0091120822432587,0.0412938889143121
2026-08-26,1w,502,0.0056594436372093,0.1243331367173806,-0.0012152198916252,-0.1038092414954291,-0.1067207699347685,0.07876708219161,-0.019045352856025,-0.0098407770578222,0.0364029870101552
2026-08-27,1w,502,0.1024314405229331,0.2213717770048312,-0.0174955713387955,-0.0883666718047832,-0.0259871655618906,0.0940270181612618,-0.0110729570396633,0.0169723890685425,0.0763902618130593
2026-08-28,1w,502,0.1266125884936261,0.1534285946415644,-0.0725559600175487,-0.0563069102219213,0.1188040699857528,0.1074666022375957,0.0556445200648702,0.0224976534491859,-0.0060619557750953
2026-08-31,1w,502,0.1560548000925055,0.1442044654184997,-0.0694456288461767,-0.0244151914343645,0.2160878545847294,0.0013762137030295,0.1356362719953587,-0.0296970821568742,-0.0658673776305246
2026-09-01,1w,502,-0.0008941277689233,0.007849129089249,-0.1410702301480965,-0.0040177383592017,0.1633502126049061,-0.1607297259214999,0.0742999685286393,0.0063318320889005,-0.0716046428606371
2026-09-02,1w,502,-0.0226004954983546,-0.1772411634276772,-0.0837000604716791,0.0511284951770042,0.2606244657728009,0.0260895007410394,0.1202050791418931,-0.1728230272966051,-0.1791545846978474
2026-09-03,1w,502,0.0463133831853073,-0.1173550901112226,-0.0648040614393223,0.0148300271529696,0.3675619992843735,0.0348224121253864,0.1028238687283545,-0.1540124028796791,-0.1410066332856944
2026-09-04,1w,502,0.1581102807961387,-0.0206947361017172,-0.0309258806929343,-0.0098162372386971,0.3574643402279592,0.2437350869403477,0.051836747722269,-0.1627937141789525,-0.0791584375675593
2026-09-07,1w,502,0.1630422445965428,0.1074688926568411,0.0150611949678077,-0.0201761030152839,0.1668908358956019,0.191043252141136,-0.0043290606891622,-0.0657391944886155,-0.0021976393949275
2026-09-08,1w,502,0.2053159623766879,0.2039775187640065,0.1342933232151963,-0.1242151368912815,-0.0883958446160499,0.3045084333325381,-0.1525901051118701,0.0448787404198289,0.1002081385289651
2026-09-09,1w,502,0.1869600627144106,0.2197483059510453,0.1122848598428891,-0.1542437127239529,-0.0691642696672657,0.253706706109693,-0.1305377267519058,0.0849676509842749,0.1746383520039531
2026-09-10,1w,502,0.140998753143955,0.1087422127891673,0.1662645853246997,-0.1162454411172927,-0.0599809361288785,0.1820096858076675,-0.0864065851620663,0.0787376324156633,0.1190447408982408
2026-09-11,1w,502,0.1051909163085749,0.0714937893691362,0.1078499853646678,-0.1582478352740118,0.0164259913458002,0.1433799174559248,-0.0989207156489192,0.0514441859250292,0.0968383198202187
2026-09-14,1w,502,0.0080931107322014,-0.2438419557801697,0.0356816589558951,0.0481481200422116,0.3220564477198725,-0.0301047307774888,0.1536790403907235,-0.1869329069108364,-0.0949601705008124
2026-09-15,1w,502,-0.0913415641951757,-0.3274459845619361,0.0315637991184794,0.1695742122573535,0.2477166773258443,-0.2365203673096922,0.2131407396242344,-0.193146802874689,-0.2090415359558217
2026-09-16,1w,502,-0.1013810586204718,-0.2894419631031711,-0.0193415938437459,0.1324812597080761,0.2482035802860582,-0.2604245532838705,0.2249155335083455,-0.1881256526520665,-0.1875031237501339
2026-09-17,1w,502,-0.2001324544364733,-0.294469039817185,-0.0267047209814132,0.0515225832439519,0.103925046697677,-0.0823818498461245,0.0616694481268934,-0.1298610872073,-0.1407714974408365
2026-02-20,3m,499,-0.008615013158847815,-0.08367111589405657,0.019672647922784024,0.04989994567206572,0.19286533866156833,-0.13321176123363684,-0.0036413028098996837,-0.10618481095577381,-0.007460265418784916
2026-02-23,3m,499,-0.011030253277639615,-0.07927435195716881,-0.01732588193200009,0.05951420914117392,0.18265748115914754,-0.18910658783342074,0.01325466019220461,-0.07241907350666146,0.016638193087205277
2026-02-24,3m,499,0.019266388198082914,-0.07853258323876669,-0.019885893706876,0.03592355882665473,0.2054017389953514,-0.13993420696265782,0.012437358743064892,-0.07791396399270113,0.02906857241431824
2026-03-09,3m,499,0.07119424390950575,-0.012262694358903214,-0.10595113885248639,-0.019286429675237006,0.2853103357983116,-0.11278023553184029,0.0415158066992596,-0.012834674080667047,0.07501015713381086
2026-03-16,3m,499,0.03659019243305889,-0.05288760909228627,-0.12993921312064258,0.03164874785456457,0.27620730136443333,-0.16556785029525806,0.03044807908212185,0.017612002253693127,0.06406979057474171
2026-04-14,3m,500,0.01646502586010344,0.00025152101212055287,-0.047024399483354816,0.006099480837085984,0.06111315764192949,-0.04656649661791021,-0.03944967874550728,0.04040733401363119,0.09045993511413407
